등록번호,사무소명,중개업자명,사무소전화번호,사무소주소,행정동
26260-2020-00033,온천천공인중개사사무소,남필순,051-555-8289,부산광역시 동래구 수안로 33-4 (수안동),수민동
26260-2020-00035,금맥공인중개사사무소,이윤창,051-556-3331,부산광역시 동래구 충렬대로261번길 18 (낙민동),수민동
26260-2020-00036,꿈에그린공인중개사사무소,박지향,051-554-1009,부산광역시 동래구 온천천로339번길 25 (낙민동),수민동
26260-2020-00037,뉴꿈에그린공인중개사사무소,허정은,051-554-1009,부산광역시 동래구 온천천로339번길 25 (낙민동),수민동
26260-2020-00039,부자부동산중개사무소,문윤희,,"부산광역시 동래구 시실로 49 상가동(127동) 비106호(명륜동, 명륜2차아이파크)",명륜동
26260-2020-00044,미래부동산공인중개사사무소,위찬숙,051-557-3727,"부산광역시 동래구 금강로131번길 42 2단지B동 17호(온천동, 래미안포레스티지)",온천제1동
26260-2020-00045,중앙공인중개사사무소,서양화,051-521-2900,"부산광역시 동래구 연안로 71 상가동 101호 (안락동, 안락뜨란채1단지)",안락제2동
26260-2020-00050,윤성아세아공인중개사사무소,조성윤,051-868-0089,부산광역시 동래구 충렬대로 309 1층(안락동),안락제1동
26260-2020-00051,사직W부동산중개사무소,유상희,051-505-2000,부산광역시 동래구 미남로 47-3 (사직동),사직제3동
26260-2020-00052,돈되는부동산중개사무소,김채순,,부산광역시 동래구 충렬대로271번길 60 (칠산동),복산동
26260-2020-00053,더유림부동산공인중개사사무소,안진숙,051-915-1509,"부산광역시 동래구 중앙대로 1453 상가103호 (온천동, 유림노르웨이숲)",온천제1동
26260-2020-00054,우리래미안부동산중개사무소,안필남,051-993-2401,부산광역시 동래구 금강로 130 1층(온천동),온천제1동
26260-2020-00057,신황금공인중개사사무소,이소민,,부산광역시 동래구 온천장로 9 (온천동),온천제1동
26260-2020-00061,반도공인중개사사무소,성락화,051-512-9900,부산광역시 동래구 충렬대로238번가길 66 (수안동),수민동
26260-2020-00062,e편한동래아시아드공인중개사사무소,박지영,051-987-1002,"부산광역시 동래구 아시아드대로 202 상가동 104호(온천동, e편한세상동래아시아드)",온천제3동
26260-2020-00067,우정공인중개사사무소,김정화,051-504-0455,부산광역시 동래구 사직북로 55 (사직동),사직제2동
26260-2020-00070,금빛공인중개사사무소,황채하,051-501-2030,"부산광역시 동래구 아시아드대로146번길 1 201동 105호(사직동, 사직롯데캐슬더클래식)",사직제3동
26260-2020-00075,메리트공인중개사사무소,이성철,,부산광역시 동래구 반송로339번길 2 (명장동),명장제2동
26260-2020-00078,삼성명가부동산공인중개사사무소,조유열,051-555-9001,"부산광역시 동래구 충렬대로107번길 65 315동 108호(온천동, 동래래미안아이파크단지내상가)",온천제2동
26260-2020-00080,황금부동산공인중개사사무소,박태영,051-556-8889,부산광역시 동래구 동래로 170 1층(칠산동),복산동
26260-2020-00082,모아부동산공인중개사사무소,심해심,051-554-1600,"부산광역시 동래구 명륜로 151 106호(명륜동, 천일스카이원상가)",명륜동
26260-2020-00083,명륜힐스테이트공인중개사사무소,박상일,,"부산광역시 동래구 명륜로 222 209동 A-320호 (명륜동, 힐스테이트)",명륜동
26260-2020-00084,동래부동산중개사무소,신필영,051-554-1154,부산광역시 동래구 명륜로129번길 20 2층 (명륜동),명륜동
26260-2020-00087,뉴삼보부동산공인중개사사무소,김태건,051-557-2358,부산광역시 동래구 명륜로129번나길 1 2층 (명륜동),명륜동
26260-2020-00092,채움공인중개사사무소,조홍제,051-529-4989,부산광역시 동래구 명장로20번길 39 101호 (명장동),명장제1동
26260-2020-00093,하늘공인중개사사무소,김현주,051-556-4500,부산광역시 동래구 명륜로75번길 31 나동 점포3호(수안동),수민동
26260-2020-00094,탑그랑자이부동산중개,김태완,,부산광역시 동래구 동래로 172 (칠산동),복산동
26260-2020-00098,센텀마레공인중개사사무소,조재수,,"부산광역시 동래구 여고북로33번길 46 601호 (온천동, 반도빌라)",온천제3동
26260-2020-00100,미가부동산중개,조희정,,"부산광역시 동래구 사직북로48번길 77 402동 101호(사직동, 사직 하늘채 리센티아)",
26260-2020-00104,하나부동산공인중개사사무소,김미경,,부산광역시 동래구 충렬대로271번길 64 1층(칠산동),복산동
26260-2020-00106,에이스공인중개사사무소,염상희,,부산광역시 동래구 석사북로 86 (온천동),온천제3동
26260-2020-00109,미래공인중개사사무소,윤보혜,,부산광역시 동래구 충렬대로428번길 43 (안락동),안락제2동
26260-2020-00112,동래부동산중개사무소,서은경,,부산광역시 동래구 충렬대로 318 101호(낙민동),수민동
26260-2020-00202,NEW아세아공인중개사사무소,전우진,051-868-3835,부산광역시 동래구 충렬대로 309 1층(안락동),안락제1동
26260-2020-00204,금손부동산중개사사무소,황현숙,051-556-8777,부산광역시 동래구 명륜로 195-1 1층(명륜동),명륜동
26260-2020-00205,황금자이부동산공인중개사사무소,박성호,051-557-6600,부산광역시 동래구 명륜로112번길 74 1층(수안동),수민동
26260-2020-00206,세영부동산공인중개사사무소,안수창,051-554-8989,부산광역시 동래구 온천천로 77 2층(명륜동),명륜동
26260-2020-00207,아시아드코오롱하늘채부동산중개사무소,구미숙,,"부산광역시 동래구 종합운동장로40번길 8 103동 109호(사직동, 아시아드코오롱하늘채)",사직제1동
26260-2020-00211,동래수안자이부동산중개,김기석,,"부산광역시 동래구 충렬대로202번길 14 상가동 2호(수안동, 해바라기아파트)",수민동
26260-2020-00216,소망부동산중개사무소,이경숙,,"부산광역시 동래구 명륜로75번길 31 라동 10호, 11호(수안동, 새동래아파트)",수민동
26260-2020-00220,라온공인중개사사무소,이태자,,부산광역시 동래구 연안로59번길 30 1층(안락동),안락제2동
26260-2020-00228,탑힐스공인중개사사무소,김세종,051-558-7753,"부산광역시 동래구 명륜로 222 209동 A-313호(명륜동, 힐스테이트)",명륜동
26260-2020-00231,조은공인중개사사무소,송근영,051-555-5477,"부산광역시 동래구 충렬대로107번길 54 24동 36호(온천동, 럭키아파트)",온천제2동
26260-2020-00232,진성부동산중개사무소,서우형,051-502-4289,부산광역시 동래구 아시아드대로 192 1층(사직동),사직제3동
26260-2020-00234,은성공인중개사사무소,황선옥,051-555-4944,부산광역시 동래구 수안로8번길 35 E동 15호·17호(수안동),수민동
26260-2020-00236,코오롱봄봄공인중개사사무소,이수진,051-504-0080,"부산광역시 동래구 종합운동장로40번길 8 103동 107호(사직동, 아시아드코오롱하늘채상가)",사직제1동
26260-2020-00237,코오롱하늘채봄봄부동산공인중개사사무소,이정미,051-555-3666,"부산광역시 동래구 종합운동장로40번길 8 103동 107호(사직동, 아시아드코오롱하늘채상가)",사직제1동
26260-2020-00245,대한공인중개사사무소,박해림,051-521-8004,부산광역시 동래구 충렬사로 51-1 (안락동),안락제1동
26260-2020-00248,경동탑공인중개사사무소,이유진,051-527-7772,부산광역시 동래구 충렬대로446번길 72-1 (안락동),안락제2동
26260-2020-00249,동래황소부동산공인중개사사무소,박민화,,부산광역시 동래구 수안로8번길 35 D동 19호~22호(수안동),수민동
26260-2020-00253,선경부동산중개사무소,김선경,,부산광역시 동래구 동래로159번길 7 (복천동),복산동
26260-2020-00255,동센부동산공인중개사사무소,김봉수,051-545-9010,부산광역시 동래구 명륜로 208-1 1층(명륜동),명륜동
26260-2020-00260,드림힐스공인중개사사무소,박현지,051-916-1007,"부산광역시 동래구 명륜로 222 209동 A-305호(명륜동, 힐스테이트)",명륜동
26260-2020-00262,더키움부동산공인중개사사무소,박지영,051-504-8940,"부산광역시 동래구 온천천로 165 101동 214호(명륜동, 동래롯데캐슬퀸 근린생활시설동)",명륜동
26260-2021-00005,여명부동산공인중개사사무소,강봉중,051-508-0518,부산광역시 동래구 여고로 66 203호(사직동),사직제3동
26260-2021-00007,탑공인중개사사무소,서병화,,부산광역시 동래구 명장로22번길 50 (명장동),명장제1동
26260-2021-00011,하나공인중개사사무소,박소영,,"부산광역시 동래구 충렬대로 318 A상가 131호·132호(낙민동, 동래한양)",수민동
26260-2021-00016,대원부동산공인중개사사무소,오지현,051-502-1514,부산광역시 동래구 아시아드대로 258 3층(온천동),온천제3동
26260-2021-00022,성원공인중개사사무소,이헌호,,부산광역시 동래구 여고북로 70 1층,사직제3동
26260-2021-00032,동래SK스타공인중개사사무소,황은영,051-556-0777,부산광역시 동래구 차밭골로20번길 3 1층 (온천동),온천제1동
26260-2021-00034,대성부동산중개사무소,이란희,051-521-3445,부산광역시 동래구 명안로 24-1 (안락동),안락제2동
26260-2021-00036,황금맥부동산공인중개사사무소,박진연,051-557-0789,"부산광역시 동래구 수안로8번길 35 제디동호 내제27호,28호,29호,30호(수안동,수안시장)",수민동
26260-2021-00038,하이공인중개사사무소,김숙자,,"부산광역시 동래구 시실로 49 127동 B113호(명륜동, 명륜2차아이파크)",명륜동
26260-2021-00043,은하수공인중개사사무소,손영화,051-507-0234,"부산광역시 동래구 쇠미로60번길 53 1동 105호(사직동, 산용산호빌라)",사직제2동
26260-2021-00047,더원공인중개사사무소,이경태,051-523-6180,부산광역시 동래구 명안로86번길 38 (명장동),명장제1동
26260-2021-00049,토박이부동산공인중개사사무소,전찬호,051-522-1289,부산광역시 동래구 안남로 104 1층(안락동),안락제2동
26260-2021-00050,조은미소부동산공인중개사사무소,노은아,051-904-3456,부산광역시 동래구 여고로127번길 33-2 1층(사직동),사직제3동
26260-2021-00062,강남공인중개사사무소,구영완,,부산광역시 동래구 여고북로 28 (사직동),사직제3동
26260-2021-00067,사직조아부동산공인중개사사무소,이흔주,,"부산광역시 동래구 아시아드대로146번길 1 상가동 103호(사직동, 사직롯데캐슬더클래식201)",사직제3동
26260-2021-00068,대우부동산중개사무소,방현귀,,부산광역시 동래구 충렬대로140번길 24 (온천동),온천제3동
26260-2021-00069,다온부동산중개사무소,우명수,051-866-7537,"부산광역시 동래구 아시아드대로171번길 8 101호(사직동, 태건아시아드2차)",사직제1동
26260-2021-00071,장안부동산공인중개사사무소,곽유진,051-507-8576,부산광역시 동래구 여고북로123번길 28 (온천동),온천제3동
26260-2021-00072,온부동산공인중개사사무소,정진욱,051-553-9990,부산광역시 동래구 중앙대로1367번길 78 3층(온천동),온천제2동
26260-2021-00074,성공공인중개사사무소,정보성,051-553-3989,부산광역시 동래구 충렬대로218번길 57-2 (수안동),수민동
26260-2021-00077,진진공인중개사사무소,김병기,051-557-6100,"부산광역시 동래구 시실로 119 301동 B104호(명장동, 동래동일스위트)",명장제2동
26260-2021-00082,스마일부동산중개사무소,김철환,,부산광역시 동래구 안락로 64-2 1층(안락동),안락제1동
26260-2021-00083,대호부동산공인중개사사무소,김명순,,"부산광역시 동래구 반송로339번길 8 상가2동 103호(명장동, 협진태양아파트)",명장제2동
26260-2021-00183,KD공인중개사사무소,김경도,051-505-7273,"부산광역시 동래구 사직북로33번길 31 55206-52호(사직동, 시장)",사직제2동
26260-2021-00091,굿모닝부동산공인중개사사무소,조슬기,051-556-5489,"부산광역시 동래구 안남로 79 104호(안락동, 강변뜨란채 주상가동)",안락제1동
26260-2021-00098,명륜역쑥부동산중개사무소,김상숙,,부산광역시 동래구 온천천로 73 (명륜동),명륜동
26260-2021-00103,조은부동산공인중개사사무소,이정미,051-506-4009,부산광역시 동래구 석사북로 96 1층(온천동),온천제3동
26260-2021-00105,고우공인중개사사무소,유진,051-927-8949,부산광역시 동래구 금강로62번길 12 3층(온천동),온천제1동
26260-2021-00106,우리부동산공인중개사사무소,김명수,,부산광역시 동래구 아시아드대로181번길 30 1층(사직동),사직제1동
26260-2021-00107,대박공인중개사사무소,김일진,051-506-1189,부산광역시 동래구 충렬대로108번길 10 1층(온천동),온천제3동
26260-2021-00108,가온부동산공인중개사사무소,도갑연,051-504-1253,"부산광역시 동래구 아시아드대로134번길 14 104호(사직동, 쌍용더플래티넘사직아시아드아파트 근생-1)",사직제3동
26260-2021-00109,금별부동산공인중개사사무소,곽규민,051-502-4889,"부산광역시 동래구 충렬대로140번길 56 106호(온천동, 동영아파트3동 상가)",온천제3동
26260-2021-00110,신동아공인중개사사무소,최범락,,부산광역시 동래구 명안로85번길 45 (명장동),명장제1동
26260-2021-00111,정직한부동산공인중개사사무소,송영현,051-522-1789,부산광역시 동래구 안락로 13 3층(안락동),안락제1동
26260-2021-00113,현대래미안아이파크부동산중개,최혜경,051-507-2533,"부산광역시 동래구 충렬대로107번길 65 317동 103호(온천동, 동래래미안아이파크상가)",온천제2동
26260-2021-00114,동래아부동산공인중개사사무소,이선미,,부산광역시 동래구 중앙대로1367번길 78-3 1층(온천동),온천제2동
26260-2021-00115,다온부동산공인중개사사무소,박리라,,부산광역시 동래구 명안로 89 1층(명장동),명장제1동
26260-2021-00116,대동부동산중개사무소,김종택,051-502-1339,부산광역시 동래구 아시아드대로 172-9 1층(사직동),사직제3동
26260-2021-00117,부경부동산중개사무소,예우성,,부산광역시 동래구 시실로 173-1 (명장동),명장제2동
26260-2021-00118,다산공인중개사사무소,임희경,051-557-0773,부산광역시 동래구 동래로 180-1 1층(칠산동),복산동
26260-2021-00120,대길공인중개사사무소,유현수,,부산광역시 동래구 금강공원로 19 1층(온천동),온천제1동
26260-2021-00121,골드공인중개사사무소,하성규,,부산광역시 동래구 연안로51번길 30 1층(안락동),안락제2동
26260-2021-00122,SK일등공인중개사사무소,정하윤,051-553-1007,"부산광역시 동래구 온천장로65번길 9 122호(온천동, 동래3차SKVIEW 아파트상가)",온천제1동
26260-2021-00123,대복공인중개사사무소,김훈태,051-553-1007,"부산광역시 동래구 온천장로65번길 9 122호(온천동, 동래3차 SK VIEW 상가)",온천제1동
26260-2021-00129,포레나부동산중개사무소,손은경,051-552-4488,"부산광역시 동래구 온천천로339번길 51 202동 15호(낙민동, 포레나 동래)",수민동
26260-2021-00130,롯데더바른부동산중개사무소,김강훈,051-521-0331,"부산광역시 동래구 충렬대로 368 상가동 103호(안락동, 롯데캐슬애브뉴)",안락제1동
26260-2021-00133,보덕부동산중개사무소,정준우,,부산광역시 동래구 차밭골로20번길 43 1층(온천동),온천제1동
26260-2021-00135,탑공인중개사사무소,박문필,051-552-8000,"부산광역시 동래구 연안로 71 상가동 104호(안락동,안락뜨란채1단지아파트)",안락제2동
26260-2021-00136,조은기운부동산중개사무소,김수안,051-558-0010,부산광역시 동래구 명륜로 47 1층(수안동),수민동
26260-2021-00138,소문난동래래미안공인중개사사무소,성정희,051-715-8909,"부산광역시 동래구 충렬대로107번길 65 317동 111호(온천동, 동래래미안아이파크상가)",온천제2동
26260-2021-00139,금샘공인중개사사무소,고은희,,"부산광역시 동래구 사직북로 64 상가2단지동 5호(사직동,사직KCC스위첸2단지)",사직제2동
26260-2021-00140,씨스타부동산공인중개사사무소,엄보람,051-557-1118,부산광역시 동래구 충렬대로95번길 8 1층(온천동),온천제2동
26260-2021-00141,장수아스타공인중개사사무소,이경선,051-552-0072,"부산광역시 동래구 중앙대로1473번길 13 103동 115호(온천동, 벽산아스타)",온천제1동
26260-2021-00147,금문부동산중개,박동건,051-710-8803,부산광역시 동래구 중앙대로 1327 3층(온천동),온천제2동
26260-2021-00158,래미안미래공인중개사사무소,김정희,,"부산광역시 동래구 금강로131번길 42 2단지B동 17호(온천동, 래미안포레스티지)",온천제1동
26260-2021-00160,벽산아스타부동산공인중개사사무소,이송은,051-553-5530,"부산광역시 동래구 중앙대로1473번길 13 103동 101호(온천동, 벽산아스타)",온천제1동
26260-2021-00161,THE1등부동산공인중개사사무소,박시영,051-925-1113,부산광역시 동래구 명륜로 206-1 1층(명륜동),명륜동
26260-2021-00162,1등부동산공인중개사사무소,고가형,051-925-1113,부산광역시 동래구 명륜로 206-1 1층(명륜동),명륜동
26260-2021-00163,거산공인중개사사무소,김민정,,부산광역시 동래구 시실로 48 1층(명륜동),명륜동
26260-2021-00165,행운부동산공인중개사사무소,안현숙,051-866-8664,부산광역시 동래구 아시아드대로195번길 6 (온천동),온천제3동
26260-2021-00166,대신부동산중개사무소,김인석,,부산광역시 동래구 차밭골로21번길 42-5 3층(온천동),온천제1동
26260-2021-00168,대박공인중개사사무소,박미소,051-544-9000,"부산광역시 동래구 명륜로 170 203동 102호(명륜동, 명륜아이파크1단지상가)",명륜동
26260-2021-00171,미래공인중개사사무소,권선자,,"부산광역시 동래구 충렬대로140번길 41 상가동 103호(온천동, 동래대우아파트)",온천제3동
26260-2021-00172,금조부동산공인중개사사무소,윤금조,051-913-2080,"부산광역시 동래구 명륜로 222 209동 A-318호(명륜동, 명륜힐스테이트상가)",명륜동
26260-2021-00174,친절부동산공인중개사사무소,박미옥,051-555-9333,"부산광역시 동래구 온천장로65번길 9 , 140호(온천동, 동래 3차 SK VIEW 상가)",온천제1동
26260-2021-00175,더친절부동산공인중개사사무소,정승호,051-555-9333,"부산광역시 동래구 온천장로65번길 9 140호(온천동, 동래 3차 SK VIEW 상가)",온천제1동
26260-2021-00176,화목공인중개사사무소,이선미,,"부산광역시 동래구 충렬사로 39 229호, 230호(안락동, 동래화목타운상가)",안락제1동
26260-2021-00181,사직소향부동산공인중개사사무소,송주연,051-505-1114,"부산광역시 동래구 사직북로19번길 41 가동 105호(사직동, 대성)",사직제2동
26260-2022-00001,조은제이공인중개사사무소,송은정,,"부산광역시 동래구 충렬대로107번길 65 315동 103호(온천동, 동래래미안아이파크)",온천제2동
26260-2022-00006,주연공인중개사사무소,조신제,,부산광역시 동래구 여고로113번길 26 1층(사직동),사직제3동
26260-2022-00010,동래래미안소문난부동산중개사무소,성원준,051-715-8909,"부산광역시 동래구 충렬대로107번길 65 317동 111호(온천동, 동래래미안아이파크상가)",온천제2동
26260-2022-00011,제이부동산공인중개사사무소,정주완,,"부산광역시 동래구 충렬대로107번길 65 315동 103호(온천동, 동래래미안아이파크상가)",온천제2동
26260-2022-00013,우리동래공인중개사사무소,조희영,051-555-0060,"부산광역시 동래구 충렬대로107번길 65 315동 111호(온천동, 동래래미안아이파크상가)",온천제2동
26260-2022-00014,SK탑부동산공인중개사사무소,이경란,051-555-2030,"부산광역시 동래구 온천장로65번길 9 근린생활시설동, 109호(온천동, 동래3차SKVIEW)",온천제1동
26260-2022-00015,삼정그린코아부동산공인중개사사무소,이경근,051-556-4080,"부산광역시 동래구 중앙대로1473번길 24 113호(온천동, 온천장역삼정그린코아더시티)",온천제1동
26260-2022-00022,프라임부동산공인중개사사무소,최무상,051-554-0992,부산광역시 동래구 명륜로98번길 10 2층(수안동),수민동
26260-2022-00024,부산대운부동산공인중개사사무소,최모건,,부산광역시 동래구 명륜로94번길 43-1 (명륜동),명륜동
26260-2022-00025,대운부동산공인중개사사무소,석지아,,부산광역시 동래구 명륜로94번길 43-1 명륜동,명륜동
26260-2022-00027,SK삼정부동산공인중개사사무소,이미영,051-555-4700,"부산광역시 동래구 중앙대로1493번길 16 301동(상가동) 102(온천동, 삼정그린코아더베스트)",온천제1동
26260-2022-00029,동아공인중개사사무소,김태은,,부산광역시 동래구 금강로 150 1층(온천동),온천제1동
26260-2022-00031,사직플래티넘공인중개사사무소,권은선,051-501-5111,"부산광역시 동래구 아시아드대로134번길 14 근생3동 108호(사직동, 쌍용더플래티넘사직아시아드아파트)",사직제3동
26260-2022-00032,더동래삼정공인중개사사무소,이기현,051-501-4969,부산광역시 동래구 쇠미로 152-1 1층,온천제3동
26260-2022-00033,동방IPARK공인중개사사무소,최금란,,"부산광역시 동래구 명륜로 170 205동 102호(명륜동, 명륜아이파크1단지)",명륜동
26260-2022-00035,부동산ZIP공인중개사사무소,김선효,,부산광역시 동래구 안락로 64-2 1층(안락동),안락제1동
26260-2022-00040,강남공인중개사사무소,이보섭,,부산광역시 동래구 우장춘로4번길 25 1층(온천동),온천제2동
26260-2022-00041,거인부동산중개사무소,오전귀,051-507-8442,부산광역시 동래구 석사로34번길 3 1층(사직동),사직제1동
26260-2022-00044,해림공인중개사사무소,조영난,051-634-5354,부산광역시 동래구 동래로57번길 44 2층 201호(명륜동),명륜동
26260-2022-00045,대원하나부동산공인중개사사무소,이병석,051-503-0008,"부산광역시 동래구 온천장로65번길 9 127호(온천동, 동래3차SKVIEW단지내상가)",온천제1동
26260-2022-00050,삼정포레스트부동산공인중개사사무소,최경렬,051-710-6688,"부산광역시 동래구 쇠미로 153 107동 711호(온천동, 동래삼정그린코아포레스트)",온천제3동
26260-2022-00053,지성KCC공인중개사사무소,유미란,,부산광역시 동래구 사직북로 59-2 1층(사직동),사직제2동
26260-2022-00057,효성공인중개사사무소,이정숙,,부산광역시 동래구 아시아드대로255번길 15 102호(온천동),온천제3동
26260-2022-00059,엽상가부동산중개사무소,지승엽,051-557-2003,부산광역시 동래구 온천천로 71-1 3층(명륜동),명륜동
26260-2022-00060,온누리부동산중개,박유선,051-723-9600,부산광역시 동래구 명륜로236번길 5-7 1층(명륜동),명륜동
26260-2022-00061,드림부동산공인중개사사무소,정민호,051-527-0079,부산광역시 동래구 서동중심로 8 1층(명장동),명장제2동
26260-2022-00062,똑똑부동산공인중개사사무소,조정임,051-963-8232,부산광역시 동래구 충렬대로255번길 37 1층(수안동),수민동
26260-2022-00063,중앙공인중개사사무소,지수진,,"부산광역시 동래구 금강로 28 점포동 1-1호(삼익아파트, 온천동)",온천제2동
26260-2022-00064,삼성부동산중개컨설팅,김백수,,부산광역시 동래구 충렬대로202번가길 3 407호(수안동),수민동
26260-2022-00065,오직부동산공인중개사사무소,박기화,051-526-5557,"부산광역시 동래구 안남로 79 주상가 103호(안락동, 강변뜨란채)",안락제1동
26260-2022-00066,윤이네부자부동산공인중개사사무소,박은실,051-506-1259,"부산광역시 동래구 아시아드대로134번길 14 근생3동 104호(사직동, 쌍용더플래티넘사직아시아드)",사직제3동
26260-2022-00067,래미안팔팔공인중개사사무소,방웅기,051-553-8888,부산광역시 동래구 금강공원로 43 1층(온천동),온천제1동
26260-2022-00068,신모든래미안부동산공인중개사사무소,신금자,,"부산광역시 동래구 금정마을로 147 115동 105호(온천동, 동래래미안아이파크단지내상가)",온천제2동
26260-2022-00069,공인중개사사무소세종,주지훈,,부산광역시 동래구 명륜로94번길 53 2층(복천동),복산동
26260-2022-00073,강남부동산공인중개사사무소,서홍윤,051-557-4949,"부산광역시 동래구 충렬대로271번길 25 102호(수안동, 홍림스카이빌)",수민동
26260-2022-00075,정은부동산공인중개사사무소,박정은,051-507-2300,"부산광역시 동래구 아시아드대로134번길 14 근생-1동 105호(사직동, 쌍용더플래티넘사직아시아드)",사직제3동
26260-2022-00077,명당부동산공인중개사사무소,윤나영,051-526-1117,"부산광역시 동래구 반송로273번길 7 104호(명장동, 명선하이츠)",명장제2동
26260-2022-00080,프로공인중개사사무소,구태현,051-555-5506,"부산광역시 동래구 온천장로65번길 9 상가동 142호(온천동, 동래3차SKVIEW)",온천제1동
26260-2022-00081,뉴삼성명가공인중개사사무소,강석봉,,"부산광역시 동래구 충렬대로107번길 65 315동 108호(온천동, 동래래미안아이파크단지내상가)",온천제2동
26260-2022-00082,사직JK공인중개사사무소,정유임,051-502-0010,부산광역시 동래구 아시아드대로 146 1충(사직동),사직제3동
26260-2022-00083,JK공인중개사사무소,김덕예,051-502-0010,부산광역시 동래구 아시아드대로 146 1층(사직동),사직제3동
26260-2022-00084,힐스에비뉴공인중개사사무소,김민선,,"부산광역시 동래구 동래로57번길 94 B동 103호(명륜동, 힐스테이트명륜트라디움상가)",명륜동
26260-2022-00085,온천장명품부동산공인중개사사무소,윤은영,051-557-3658,부산광역시 동래구 온천장로125번길 65 1층(온천동),온천제1동
26260-2022-00086,더샵제일공인중개사사무소,김도연,051-552-2007,"부산광역시 동래구 온천장로 38 501동 109호(온천동, 더샵동래)",온천제1동
26260-2022-00088,온천SK부동산공인중개사사무소,최경미,,"부산광역시 동래구 온천장로65번길 9 근린생활시설동 102호(온천동, 동래3차SKVIEW)",온천제1동
26260-2022-00089,온천SK공인중개사사무소,최수영,051-582-4500,"부산광역시 동래구 온천장로65번길 9 근린생활시설동 102호(온천동, 동래3차SKVIEW)",온천제1동
26260-2022-00090,유앤아이부동산공인중개사사무소,전현지,,"부산광역시 동래구 온천천로339번길 28 107동 상가112호(낙민동, 낙민동한일유앤아이아파트)",수민동
26260-2022-00091,언니네복덕방공인중개사사무소,양수진,,부산광역시 동래구 여고북로 234 1층(사직동),사직제3동
26260-2022-00094,예담공인중개사사무소,송민오,051-714-2344,부산광역시 동래구 동래로 7 3층(온천동),온천제1동
26260-2022-00095,조은한양공인중개사사무소,신진영,051-543-5949,"부산광역시 동래구 충렬대로 318 A동 105호(낙민동, 한양아파트상가)",수민동
26260-2022-00096,스마트공인중개사사무소,김은혜,,부산광역시 동래구 안연로 56 1층(안락동),안락제1동
26260-2022-00098,대경공인중개사사무소,손윤영,051-558-0038,부산광역시 동래구 차밭골로 24 101호(온천동),온천제1동
